rf_frequency(MHz),Lock in amp mag
5e-08,379.0
1e-07,490.0
1.5e-07,587.0
2e-07,698.0
2.5e-07,770.0
3e-07,819.0
3.5e-07,855.0
4e-07,875.0
4.5e-07,880.0
5e-07,879.0
5.5e-07,876.0
6e-07,878.0
6.499999999999999e-07,872.0
6.999999999999999e-07,871.0
7.5e-07,876.0
8e-07,885.0
8.499999999999999e-07,895.0
8.999999999999999e-07,902.0
9.5e-07,914.0
1e-06,930.0
1.05e-06,942.0
1.0999999999999998e-06,955.0
1.15e-06,963.0
1.2e-06,977.0
1.2499999999999999e-06,973.0
1.2999999999999998e-06,986.0
