rf_frequency(MHz),Lock in amp mag
5e-08,297.0
1e-07,306.0
1.5e-07,323.0
2e-07,344.0
2.5e-07,358.0
3e-07,370.0
3.5e-07,380.0
4e-07,400.0
4.5e-07,417.0
5e-07,431.0
5.5e-07,443.0
6e-07,455.0
6.499999999999999e-07,466.0
6.999999999999999e-07,478.0
7.5e-07,494.0
8e-07,506.0
8.499999999999999e-07,517.0
8.999999999999999e-07,519.0
9.5e-07,531.0
1e-06,542.0
1.05e-06,549.0
1.0999999999999998e-06,563.0
1.15e-06,564.0
1.2e-06,576.0
1.2499999999999999e-06,587.0
1.2999999999999998e-06,595.0
