rf_frequency(MHz),Lock in amp mag
5e-08,323.0
1e-07,358.0
1.5e-07,396.0
2e-07,448.0
2.5e-07,487.0
3e-07,527.0
3.5e-07,558.0
4e-07,589.0
4.5e-07,614.0
5e-07,638.0
5.5e-07,659.0
6e-07,673.0
6.499999999999999e-07,694.0
6.999999999999999e-07,706.0
7.5e-07,717.0
8e-07,728.0
8.499999999999999e-07,737.0
8.999999999999999e-07,745.0
9.5e-07,760.0
1e-06,766.0
1.05e-06,774.0
1.0999999999999998e-06,784.0
1.15e-06,791.0
1.2e-06,798.0
1.2499999999999999e-06,809.0
1.2999999999999998e-06,810.0
